essay_id,mean,std,min,max,count,range
N19565H,8.857999999999999,0.8310529342898902,7.4,10.0,50,2.5999999999999996
N19587P,8.462,0.979147901108355,5.9,10.0,50,4.1
N19624B,8.056000000000001,1.1330219660316407,6.1,10.0,50,3.9000000000000004
N19645G,8.174,1.1994573603024297,5.7,10.0,50,4.3
N19671J,8.474,0.8604246697096136,6.3,10.0,50,3.7
N19782Q,8.872,0.9319805551094082,6.5,10.0,50,3.5
N19810B,9.464,0.6545788488698326,7.2,10.0,50,2.8
N19826K,7.068,1.1287413976890999,4.0,10.0,50,6.0
N19879Y,7.394,0.9318425898427789,5.1,9.7,50,4.6
N19898B,8.85,1.0604677443160135,5.3,10.0,50,4.7
N19933M,6.922000000000001,1.1662411274461804,3.1,9.0,50,5.9
N19997D,8.894,1.0190852240502508,6.7,10.0,50,3.3
N20029F,7.942,1.0945299988430408,5.2,10.0,50,4.8
N20066L,8.77,1.0629665842272153,6.3,10.0,50,3.7
N20094Q,8.57,1.0037175795968887,5.1,10.0,50,4.9
N20121A,8.478,0.9930965795563542,6.2,10.0,50,3.8
N20162K,7.7379999999999995,0.993219872075521,5.1,9.8,50,4.700000000000001
N20188V,7.188,1.4337961600490592,4.1,10.0,50,5.9
N20208G,8.033999999999999,0.8688744772076441,6.4,10.0,50,3.5999999999999996
N20244L,7.53,1.1113973554191379,5.5,10.0,50,4.5
N20274S,7.222,0.9825601710816078,5.7,9.8,50,4.1000000000000005
N20295X,8.414,1.2025500116885972,5.7,10.0,50,4.3
N20332K,8.252,1.083689841914829,6.0,10.0,50,4.0
N20357U,8.716000000000001,0.9440166031054624,6.4,10.0,50,3.5999999999999996
N20398D,9.308,0.82754616370401,7.1,10.0,50,2.9000000000000004
N20420J,7.75,1.1258103657329848,4.9,9.9,50,5.0
N20455V,8.392000000000001,0.9757969009157258,6.8,10.0,50,3.2
N20479D,7.707999999999999,1.0460499071092473,5.8,10.0,50,4.2
N20499H,6.822,1.1190903740565918,4.5,9.5,50,5.0
N20521N,8.626,0.8808182652094189,6.8,10.0,50,3.2
N20545W,7.6579999999999995,1.1277736782651715,4.4,9.7,50,5.299999999999999
N20576D,8.158,1.2731272761293309,5.5,10.0,50,4.5
N20608U,5.806,1.2550973618628565,2.3,8.3,50,6.000000000000001
N20627X,7.556,1.1832435531717251,4.5,10.0,50,5.5
N20652Y,7.837999999999999,1.0137604273602479,5.3,10.0,50,4.7
N20704T,7.827999999999999,0.9948930821439852,4.7,9.7,50,4.999999999999999
N20729C,6.422000000000001,0.8963167260903859,4.4,8.1,50,3.6999999999999993
N20758H,7.226,1.1633537023342015,4.7,10.0,50,5.3
N20783J,8.846,0.8579068024165869,6.5,10.0,50,3.5
N20809B,7.694,0.9790478506577455,5.9,9.7,50,3.799999999999999
N20842C,7.812,1.158401431953112,5.3,10.0,50,4.7
N20905A,7.318,1.0279144727385185,5.5,9.7,50,4.199999999999999
N20927G,8.226,1.1893764444155648,4.4,10.0,50,5.6
N20953J,7.207999999999999,1.0115334893121435,4.9,9.9,50,5.0
N20975Q,7.438,1.189218573823387,4.3,9.6,50,5.3
N21010Y,7.537999999999999,1.206088296764311,4.4,10.0,50,5.6
N21060J,9.136000000000001,0.8220829691480449,6.9,10.0,50,3.0999999999999996
N21122F,7.806,0.9706740767452823,5.5,9.7,50,4.199999999999999
N21163Q,8.004,1.106005867792679,5.7,10.0,50,4.3
N21192V,6.892,1.089249882314636,4.3,9.0,50,4.7
N21207K,7.482,1.4434496661731957,3.9,10.0,50,6.1
N21273V,8.304,1.085330759327707,4.8,10.0,50,5.2
N21306M,6.994,0.9554163533053351,4.8,9.7,50,4.8999999999999995
N21339W,6.73,1.2056415008498291,3.7,8.6,50,4.8999999999999995
N21361U,6.572,1.0063147558070995,4.1,9.0,50,4.9
N21391A,8.64,1.0755160128410688,6.6,10.0,50,3.4000000000000004
N21424S,7.52,1.1832159566199232,5.5,9.9,50,4.4
N21449B,8.19,0.957729031594628,6.4,10.0,50,3.5999999999999996
N21485F,8.388,0.9832557331308542,6.1,10.0,50,3.9000000000000004
N21515U,9.048,0.8678474426265653,7.0,10.0,50,3.0
N21557E,7.25,1.1402201720792027,4.9,10.0,50,5.1
N21585J,9.472000000000001,0.655289311398143,7.4,10.0,50,2.5999999999999996
N21610S,7.426,1.0009811513241007,4.5,9.6,50,5.1
N21645D,8.254,1.1583256741292316,5.2,10.0,50,4.8
N21672G,7.996,1.0873971919502206,5.5,10.0,50,4.5
N21700T,8.042,1.0976951734782983,5.1,10.0,50,4.9
N21731A,8.374,1.0613449303711253,6.1,10.0,50,3.9000000000000004
N21769Q,9.252,0.9363934285658055,6.3,10.0,50,3.7
N21796T,7.568,1.0448005375502574,5.6,10.0,50,4.4
N21815D,7.148,1.1482444452826448,4.7,9.7,50,4.999999999999999
N21854L,7.3,1.3158375931050805,4.5,10.0,50,5.5
N21869T,9.628,0.5439987995184835,8.2,10.0,50,1.8000000000000007
N21904D,8.652000000000001,0.8834625755791694,6.8,10.0,50,3.2
N21935L,8.384,0.9143660678975623,6.4,10.0,50,3.5999999999999996
N21956R,9.42,0.6764251772429557,7.5,10.0,50,2.5
N21991U,6.856,1.160253315057553,4.4,9.2,50,4.799999999999999
N22015H,7.472,1.1455397088227872,4.9,10.0,50,5.1
N22038Q,7.542000000000001,0.9138592755507842,5.6,10.0,50,4.4
N22067V,8.698,1.0674191648407798,5.2,10.0,50,4.8
N22089B,8.006,0.6720088677743377,6.3,9.3,50,3.000000000000001
N22113J,7.992000000000001,1.1030273739826686,5.0,10.0,50,5.0
N22139U,7.614,1.1854578035854468,4.8,10.0,50,5.2
N22165W,8.812000000000001,0.9900814231616485,6.2,10.0,50,3.8
N22195C,8.146,1.0612295525781905,6.1,10.0,50,3.9000000000000004
N22225R,8.07,0.9788060198475467,6.1,10.0,50,3.9000000000000004
N22254W,7.38,1.1637378202523598,5.0,10.0,50,5.0
N22285D,6.867999999999999,1.2176323630014814,4.5,10.0,50,5.5
N22305Q,7.474,1.1220989806826223,4.8,10.0,50,5.2
N22340T,8.51,0.9302731659385355,6.6,10.0,50,3.4000000000000004
N22359E,8.182,0.9966658703612044,5.6,10.0,50,4.4
N22389L,8.548,1.0302050519093722,6.1,10.0,50,3.9000000000000004
N22412S,8.328,1.116671438714547,5.4,10.0,50,4.6
N22448E,8.266,1.0647621177272126,6.0,10.0,50,4.0
N22474G,8.222000000000001,1.201748725815842,5.0,10.0,50,5.0
N22503U,7.457999999999999,1.071350473344131,5.4,9.9,50,4.5
N22540Z,7.334,0.9696643644023621,4.7,9.0,50,4.3
N22562F,6.682,1.172941531677813,3.7,8.7,50,4.999999999999999
N22587Q,7.482,1.0183399857270716,5.4,9.8,50,4.4
N22603X,8.906,0.9986541964472151,6.8,10.0,50,3.2
N22627F,8.011999999999999,1.0801813906630189,5.7,10.0,50,4.3
N22668Q,8.032,0.8157730776911644,6.0,9.6,50,3.5999999999999996
N22690N,8.456,1.1553177847127034,4.9,10.0,50,5.1
N22727J,8.606,0.9782136989514747,6.5,10.0,50,3.5
N22744K,9.52,0.7556589231678967,6.3,10.0,50,3.7
N22801B,7.62,1.1724734016390392,5.0,10.0,50,5.0
N22834L,8.038,1.0407787508223183,5.9,10.0,50,4.1
N22859V,6.754,1.0999461953446001,4.5,9.7,50,5.199999999999999
N22891V,7.434,1.1459974712370147,4.7,10.0,50,5.3
N22963U,7.9479999999999995,1.0546766599972037,5.6,10.0,50,4.4
N22978B,8.042,1.0032782998444525,5.8,10.0,50,4.2
N23016N,6.99,1.1156127628952142,4.9,9.7,50,4.799999999999999
N23091Z,8.08,1.0257898897723567,5.2,10.0,50,4.8
N23115Q,8.716000000000001,0.8681107801027541,6.9,10.0,50,3.0999999999999996
N23134T,8.052,1.258317632915522,5.7,10.0,50,4.3
N23173A,7.308,1.001802457206662,5.4,9.5,50,4.1
N23197J,7.462000000000001,1.1837143201958547,5.0,10.0,50,5.0
N23219X,6.794,1.1925636935884416,4.7,10.0,50,5.3
N23255B,9.204,0.7663749814841937,7.0,10.0,50,3.0
N23271B,7.77,0.9649468632933066,6.1,9.6,50,3.5
N23307W,7.57,1.0887645123098504,4.9,10.0,50,5.1
N23336B,7.617999999999999,1.0745079557354498,5.0,10.0,50,5.0
N23362D,7.906000000000001,1.0729341802282382,6.0,10.0,50,4.0
N23397Q,7.513999999999999,1.2013614725614856,4.9,10.0,50,5.1
N23440A,7.736000000000001,1.0346566027983806,5.1,10.0,50,4.9
N23456J,9.1,0.8278321825400237,6.5,10.0,50,3.5
N23483M,9.476,0.6215714121548412,8.0,10.0,50,2.0
N23516D,7.992000000000001,1.184739702747108,4.7,10.0,50,5.3
N23578T,8.038,0.9682489981657502,6.0,10.0,50,4.0
N23638N,8.842,0.9916158736205902,5.4,10.0,50,4.6
N23662N,7.376,1.1121885025957254,4.8,9.5,50,4.7
N23689Z,7.794,1.0516090683581334,5.1,10.0,50,4.9
N23714H,8.064,0.9741055551905355,5.9,10.0,50,4.1
N23779A,7.436,1.1313275568182393,3.4,9.9,50,6.5
N23795A,7.454,1.0116081357957551,5.5,10.0,50,4.5
N23822L,8.033999999999999,0.9982862866953954,5.2,10.0,50,4.8
N23844S,8.138,1.070359466606944,5.3,10.0,50,4.7
N23887D,9.32,0.9467452300446222,5.2,10.0,50,4.8
N23918T,8.17,1.118535850556249,5.6,10.0,50,4.4
N23936V,7.414,1.1757776410633474,4.3,9.7,50,5.3999999999999995
N23962X,7.99,1.2108775701101733,5.2,10.0,50,4.8
N23998K,8.308,1.2419274026566078,4.5,10.0,50,5.5
N24030Q,8.92,0.9758303633107467,6.1,10.0,50,3.9000000000000004
N24036W,8.244,0.9585618479401996,5.7,10.0,50,4.3
N24123U,8.8,0.9764575708934319,5.6,10.0,50,4.4
N24155C,7.55,1.0829381801565667,5.3,10.0,50,4.7
N24178K,7.774,1.1767839258603363,5.0,10.0,50,5.0
N24221V,7.87,1.2196101752575845,4.5,10.0,50,5.5
N24242A,8.312000000000001,0.9840856110094885,6.4,10.0,50,3.5999999999999996
N24274J,7.456,1.0218350839423698,5.1,9.2,50,4.1
N24299T,8.2,1.0349011586442762,6.2,10.0,50,3.8
N24326D,8.254,1.0542837785502943,5.8,10.0,50,4.2
N24359N,8.082,1.025330210623059,5.8,10.0,50,4.2
N24382M,8.27,1.0377074417647194,5.8,10.0,50,4.2
N24413B,7.194,1.2281411206554802,4.5,9.6,50,5.1
N24442G,7.456,1.157964434968994,4.6,9.9,50,5.300000000000001
N24459R,7.877999999999999,1.2108843117022083,4.7,10.0,50,5.3
N24490Q,8.382,1.0147262624743199,5.7,10.0,50,4.3
N24527L,8.14,0.9969340755638803,4.1,10.0,50,5.9
N24554P,7.322,1.114338826573033,4.1,10.0,50,5.9
N24577W,8.634,0.9379983029443772,5.8,10.0,50,4.2
N24602E,7.436,1.3095816437445407,4.1,10.0,50,5.9
N24630J,9.356,0.7088824202322171,7.7,10.0,50,2.3
N24662S,7.752000000000001,1.0554503826348645,5.5,9.6,50,4.1
N24720K,7.606,0.9912700573156704,5.9,9.9,50,4.0
N24783A,8.014,0.9003423385194169,5.7,10.0,50,4.3
N24818U,7.3839999999999995,1.2218019479441014,4.9,9.9,50,5.0
N24841T,7.54,1.216720248563862,4.9,9.8,50,4.9
N24865B,9.37,0.8519485468798059,6.1,10.0,50,3.9000000000000004
N24885F,7.32,0.9760394772879271,5.5,9.1,50,3.5999999999999996
N24910P,8.476,0.9686009266473169,6.2,10.0,50,3.8
N24964D,8.728,0.9827159367003762,6.7,10.0,50,3.3
N25002Q,7.957999999999999,1.074393991503858,5.9,10.0,50,4.1
N25023V,7.484,1.1549997791324107,5.2,10.0,50,4.8
N25054C,8.21,1.0746143114472966,6.2,10.0,50,3.8
N25098Q,8.152000000000001,1.0357369455649263,5.6,10.0,50,4.4
N25150B,7.593999999999999,1.0037501111901734,5.2,10.0,50,4.8
N25162F,6.502000000000001,1.0904951131649947,3.7,9.0,50,5.3
N25183L,7.234,0.881003602114529,5.0,9.4,50,4.4
N25242E,6.9239999999999995,0.9599234663370252,4.9,9.0,50,4.1
N25277R,7.127999999999999,1.0840287668447455,4.9,9.3,50,4.4
N25301Y,7.22,1.037068080736088,4.7,8.9,50,4.2
N25326H,6.894,0.9609540327514239,4.9,8.8,50,3.9000000000000004
N25356P,6.8839999999999995,1.0377290747844838,4.9,9.3,50,4.4
N25385U,8.866,0.8945663639953365,6.4,10.0,50,3.5999999999999996
N25412E,7.438,1.0413668412039938,5.0,10.0,50,5.0
N25467V,7.457999999999999,1.0813993202309307,5.4,9.8,50,4.4
N25488A,7.664,1.1327697678428639,4.5,10.0,50,5.5
N25525N,7.564,1.1235439557080815,4.9,9.8,50,4.9
N25552R,7.89,1.2075020598283865,4.2,10.0,50,5.8
N25586B,7.18,1.1505100909543362,4.9,10.0,50,5.1
N25640Q,7.63,1.0108089304500385,5.4,10.0,50,4.6
N25671X,6.797999999999999,1.1314592347937242,3.9,9.3,50,5.4
N25692C,7.6,1.0978643461051913,4.8,10.0,50,5.2
N25723S,7.4479999999999995,0.9515272364113667,5.4,9.0,50,3.5999999999999996
N25744X,9.502,0.6932590881231242,7.1,10.0,50,2.9000000000000004
N25772B,7.816,1.2887836378950974,4.9,10.0,50,5.1
N25799N,9.606,0.522712704483612,8.2,10.0,50,1.8000000000000007
N25827Z,7.707999999999999,1.1078274381206945,5.1,10.0,50,4.9
N25865F,7.732,0.9900401970812772,5.3,9.8,50,4.500000000000001
N25913W,8.097999999999999,1.0844899111319286,5.8,10.0,50,4.2
N25945E,8.134,1.0450290494937042,5.3,10.0,50,4.7
N25969N,8.48,1.1432142299281463,5.7,10.0,50,4.3
N25990K,7.904,1.0439250891882685,5.6,10.0,50,4.4
N26012W,8.754,1.0363219892032218,6.1,10.0,50,3.9000000000000004
N26038G,7.746,1.1563859958632203,5.2,9.8,50,4.6000000000000005
N26093P,7.1339999999999995,1.0605370222251573,5.3,9.5,50,4.2
N26120Z,6.91,1.1791124299442268,4.7,9.4,50,4.7
N26149N,8.606,0.8954328562209452,6.7,10.0,50,3.3
N26186T,8.012,0.9813859420976738,5.2,10.0,50,4.8
N26223F,7.4079999999999995,0.9897103266169577,5.5,9.3,50,3.8000000000000007
N26244L,7.17,0.9035643703846291,4.7,9.6,50,4.8999999999999995
N26272Q,7.396,0.9233833086502475,5.2,9.4,50,4.2
N26297Z,7.222,1.057391862565817,5.0,9.6,50,4.6
N26325L,7.3839999999999995,1.0310208929176234,5.2,9.3,50,4.1000000000000005
N26357U,8.068,0.7975574958482137,6.4,9.5,50,3.0999999999999996
N26390V,7.867999999999999,1.1260260626990617,5.4,10.0,50,4.6
N26412J,7.356,1.0642924256739492,4.9,9.7,50,4.799999999999999
N26476A,6.69,1.0396722403464176,4.4,9.4,50,5.0
N26516R,8.106,0.9908582138732059,5.5,10.0,50,4.5
N26534T,7.8,0.9718486486682827,5.4,9.8,50,4.4
N26567C,8.316,1.2132533426574141,5.3,10.0,50,4.7
N26593E,8.788,0.8411944859931656,6.7,10.0,50,3.3
N26621R,7.64,1.0139838585037348,5.7,10.0,50,4.3
N26661Z,7.776,0.9986848494752629,6.0,10.0,50,4.0
N26687K,7.478,1.0359438169305974,5.6,10.0,50,4.4
N26716X,8.012,0.9340803618795223,5.4,10.0,50,4.6
N26738D,8.672,1.1013979984639557,6.0,10.0,50,4.0
N26783J,9.538,0.7406257696112423,7.3,10.0,50,2.7
N26863H,7.3020000000000005,0.9807306730500602,5.1,9.2,50,4.1
N26891M,7.336,1.0760396017293212,5.3,10.0,50,4.7
N26921A,7.962000000000001,0.8824571447072646,5.8,10.0,50,4.2
N26990P,9.474,0.7625976016490065,6.2,10.0,50,3.8
N27037K,9.236,0.8075561520882063,6.3,10.0,50,3.7
N27079V,7.837999999999999,1.0117453095658866,6.0,10.0,50,4.0
N27138P,8.244,0.7151880015429652,7.0,10.0,50,3.0
N27181S,7.62,1.1142857142857143,5.0,9.5,50,4.5
N27221H,7.724,1.0300703364135788,5.9,10.0,50,4.1
N27244Q,8.058,1.0030748644410696,5.4,9.9,50,4.5
N27285Z,7.2620000000000005,1.087946952488296,5.4,9.6,50,4.199999999999999
N27343S,8.02,0.875284210402308,6.3,10.0,50,3.7
N27374Z,8.274,0.8458325206926158,6.4,10.0,50,3.5999999999999996
N27471Z,7.85,1.1714721246258957,4.7,10.0,50,5.3
N27501N,7.62,0.9922145916677336,5.1,9.4,50,4.300000000000001
N27503Q,7.532,1.0021283473137539,5.5,9.8,50,4.300000000000001
N27529A,7.6739999999999995,1.1081902879405297,5.0,9.5,50,4.5
N27570B,7.654,1.0891318392487233,5.7,10.0,50,4.3
N27602S,8.344,0.983363656859787,5.8,10.0,50,4.2
N27627B,8.106,1.105350623105628,4.8,10.0,50,5.2
N27628C,9.068,0.7988358877205031,6.8,10.0,50,3.2
N27654E,9.266,0.7820981722395267,7.4,10.0,50,2.5999999999999996
N27655F,6.78,1.1351526014467959,3.9,9.4,50,5.5
N27680G,8.65,0.9403104133579443,6.7,10.0,50,3.3
N27681H,7.17,1.0306031521118382,4.9,9.9,50,5.0
N27682J,7.062,1.0185804447607365,5.5,9.6,50,4.1
N27704X,7.9879999999999995,1.1864266362760516,4.7,10.0,50,5.3
N27708B,8.752,1.03099713968605,6.0,10.0,50,4.0
N27709C,7.752000000000001,1.0469079837935193,5.5,10.0,50,4.5
N27734D,9.267999999999999,0.7688953114696436,7.0,10.0,50,3.0
N27779S,8.618,1.0362195811738764,6.2,10.0,50,3.8
N27788T,9.82,0.37197761617975794,8.6,10.0,50,1.4000000000000004
N27818G,7.584,1.1634501822298247,5.4,10.0,50,4.6
N27824E,7.818,1.1951756766095867,5.4,10.0,50,4.6
N27858Q,6.7379999999999995,1.0695965289275566,3.5,8.9,50,5.4
N27859R,8.004,1.0486064610730192,5.6,10.0,50,4.4
N27875R,7.48,0.8706085134395768,5.5,9.4,50,3.9000000000000004
